Product_title,Product_image,Packsize,Price,Price per unit
Yellowglen Chardonnay Pinot Noir & Prosecco NV 750ml,https://www.aldi.com.au/fileadmin/_processed_/2/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_31_eed46ea727.jpg,750ml,$6.49,
Yellowglen Chardonnay Pinot Noir Prosecco & Rose NV 750ml,https://www.aldi.com.au/fileadmin/_processed_/4/f/csm_ALN3662_1x1_SSV-NOV-B1_228x628_32_449b34fb4f.jpg,750ml,$6.49,
El Toro Macho Superior Tempranillo and Bobal 750ml,https://www.aldi.com.au/fileadmin/_processed_/9/c/csm_ALN3662_1x1_SSV-NOV-B1_228x628_33_c60e135579.jpg,750ml,$4.99,
"Coraggioso Nero d’Avola Sicily, Italy 750ml",https://www.aldi.com.au/fileadmin/_processed_/b/e/csm_ALN3662_1x1_SSV-NOV-B1_228x628_34_e60c69e043.jpg,750ml,$4.99,
Loire Valley Sauvignon Blanc 750ml – Product of France,https://www.aldi.com.au/fileadmin/_processed_/3/5/csm_ALN3662_1x1_SSV-NOV-B1_228x628_35_a8fef146e5.jpg,750ml,$7.49,
"Loire Valley Cabernet Franc Rosé 750ml –  IGP Loire Valley, France",https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN3662_1x1_SSV-NOV-B1_228x628_36_05da8ea2af.jpg,750ml,$7.49,
Cape Cyan Natural Blonde Beer 6 x 330ml,https://www.aldi.com.au/fileadmin/_processed_/6/2/csm_ALN3662_1x1_SSV-NOV-B1_228x628_37_ba41503b8e.jpg,6pk,$7.99,
Damora Specialty Crackers 100g,https://www.aldi.com.au/fileadmin/_processed_/8/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_38_9f6a0db7a2.jpg,ea,$2.99,$2.99 per 100g
Emporium Selection Goat’s Cheese 110g,https://www.aldi.com.au/fileadmin/_processed_/3/c/csm_ALN3662_1x1_SSV-NOV-B1_228x628_39_4cedffec44.jpg,ea,$1.99,$18.09 per kg
Emporium Selection Dutch Cheese 200g/260g,https://www.aldi.com.au/fileadmin/_processed_/0/c/csm_ALN3662_1x1_SSV-NOV-B1_228x628_40_5b89fc5f2f.jpg,ea,$2.99,$14.96/$11.50 per kg
Emporium Selection Smooth Blue Cheese 200g,https://www.aldi.com.au/fileadmin/_processed_/e/b/csm_ALN3662_1x1_SSV-NOV-B1_228x628_41_8aecabad8a.jpg,200g,$3.99,$19.95 per kg
Forresters Mixed Nuts 375g,https://www.aldi.com.au/fileadmin/_processed_/5/d/csm_ALN3662_1x1_SSV-NOV-B1_228x628_42_5761159ae2.jpg,375g,$1.99,$5.31 per kg
Just Organic Pitted Kalamata Olives 350g,https://www.aldi.com.au/fileadmin/_processed_/9/9/csm_ALN3662_1x1_SSV-NOV-B1_228x628_43_ebca4b1716.jpg,350g,$1.99,$5.69 per kg
Deli Originals Antipasti 280g,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_44_4fd3fc7816.jpg,ea,$1.99,$7.11 per kg
Deli Originals Sundried Tomatoes 280g,https://www.aldi.com.au/fileadmin/_processed_/0/1/csm_ALN3662_1x1_SSV-NOV-B1_228x628_45_22e06cb53f.jpg,ea,$1.99,$7.11 per kg
Urban Eats Greek Spanakopita 750g,https://www.aldi.com.au/fileadmin/_processed_/d/e/csm_ALN3662_1x1_SSV-NOV-B1_228x628_46_f5bfad4a07.jpg,750g,$5.99,80c per 100g
Urban Eats Greek Tiropita 750g,https://www.aldi.com.au/fileadmin/_processed_/1/2/csm_ALN3662_1x1_SSV-NOV-B1_228x628_47_8df3e615c5.jpg,750g,$5.99,80c per 100g
Berg Deli Spicy Sopressa Salami 100g,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_ALN3662_1x1_SSV-NOV-B1_228x628_48_ec19a159b5.jpg,100g,$1.99,$19.90 per kg
Berg Deli Sliced Prosciutto 100g,https://www.aldi.com.au/fileadmin/_processed_/e/2/csm_ALN3662_1x1_SSV-NOV-B1_228x628_49_d6c291b2b4.jpg,100g,$2.99,$29.90 per kg
Berg Deli Mild Sopressa Salami 100g,https://www.aldi.com.au/fileadmin/_processed_/a/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_50_d13b06b108.jpg,100g,$1.99,$19.90 per kg
